"";"PERNOME_P";"SERBASE";"TEMNOME_P";"FNTNOME_P";"SERCODIGOTROLL";"SERNOME_P";"QtdConsultas";"Posicao"
"1";"Diária";"Macroeconômico";"Financeiras";"Bacen Outras/SGS";"GM366_TJOVER366";"Taxa de juros - Over / Selic";367;1
"2";"Diária";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM366_TJOVER366";"Taxa de juros - Selic - fixada pelo Copom";356;2
"3";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_ERV366";"Taxa de câmbio - R$ / US$ - comercial - venda - média";343;3
"4";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_ERC366";"Taxa de câmbio - R$ / US$ - comercial - compra - média";292;4
"5";"Diária";"Macroeconômico";"Financeiras";"BM&FBovespa";"GM366_IBVSP366";"Índice de ações - Ibovespa - fechamento";224;5
"6";"Diária";"Macroeconômico";"Economia internacional";"EIA";"EIA366_PBRENT366";"Preço - pétroleo bruto - Brent (FOB)";152;6
"7";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_EREURO366";"Zona do Euro - taxa de câmbio - euro / US$ - média";131;7
"8";"Diária";"Macroeconômico";"Financeiras";"Bacen Outras/SGS";"GM366_TJTR366";"Taxa de juros - TR";109;8
"9";"Diária";"Macroeconômico";"Financeiras";"Valor Econômico";"VALOR366_GLOBAL40366";"Bônus global República (40) - spread (série interrompida)";86;9
"10";"Diária";"Macroeconômico";"Economia internacional";"EIA";"EIA366_PWTI366";"Preço - pétroleo bruto - WTI (FOB)";84;10
"11";"Diária";"Macroeconômico";"Câmbio";"IPEA";"GM366_ERVV366";"Taxa de câmbio - R$ / US$ - comercial - venda - média - volatilidade";68;11
"12";"Diária";"Macroeconômico";"Financeiras";"BM&FBovespa";"BMF366_FUT1DI1366";"Taxa de juros - DI de 1 dia - futuro: vencimento em t+1";57;12
"13";"Diária";"Macroeconômico";"Câmbio";"Valor Econômico";"GM366_ERPV366";"Taxa de câmbio - R$ / US$ - paralelo - venda - média";57;12
"14";"Diária";"Macroeconômico";"Financeiras";"IPEA";"GM366_TJOVERV366";"Taxa de juros - Over / Selic - volatilidade";54;14
"15";"Diária";"Macroeconômico";"Economia internacional";"Valor Econômico";"VALOR366_FEDFUND366";"taxa de juros básica - Federal Funds - fixada pelo FOMC";47;15
"16";"Diária";"Macroeconômico";"Financeiras";"IPEA";"GM366_TJCDBPRE366";"Taxa de juros - CDB / pré-fixado";45;16
"17";"Diária";"Macroeconômico";"Financeiras";"IPEA";"VALOR366_GLOBAL40V366";"Bônus global República (40) - spread - volatilidade (série interrompida)";45;16
"18";"Diária";"Macroeconômico";"Câmbio";"BM&FBovespa";"BMF366_FUT1DOL366";"Taxa de câmbio - R$ / US$ - comercial - futuro: vencimento em t+1";42;18
"19";"Diária";"Macroeconômico";"Economia internacional";"Valor Econômico";"GM366_DOW366";"índice de ações - Dow Jones - fechamento";36;19
"20";"Diária";"Macroeconômico";"Câmbio";"Valor Econômico";"GM366_ERTUR366";"Taxa de câmbio - R$ / US$ - turismo - venda - média";35;20
"21";"Diária";"Macroeconômico";"Economia internacional";"Valor Econômico";"GM366_NASDAQ366";"índice de ações - NASDAQ - fechamento";22;21
"22";"Diária";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP366_IPCS366";"Inflação - IPC-S";21;22
"23";"Diária";"Macroeconômico";"Financeiras";"IPEA";"GM366_IBVSPV366";"Índice de ações - Ibovespa - fechamento - volatilidade";21;22
"24";"Diária";"Macroeconômico";"Financeiras";"Valor Econômico";"VALOR366_TJCBOND366";"C-Bond - spread";18;24
"25";"Diária";"Macroeconômico";"Comércio exterior";"MDIC/SECEX";"SECEX366_XVTOT366";"Exportações - média semanal";17;25
"26";"Diária";"Macroeconômico";"Financeiras";"IPEA";"GM366_DU366";"Dias úteis - indicador";17;25
"27";"Diária";"Macroeconômico";"Câmbio";"BM&FBovespa";"BMF366_FUT6DOL366";"Taxa de câmbio - R$ / US$ - comercial - futuro: vencimento em t+6";17;25
"28";"Diária";"Macroeconômico";"Financeiras";"BM&FBovespa";"BMF366_FUT3DI1366";"Taxa de juros - DI de 1 dia - futuro: vencimento em t+3";16;28
"29";"Diária";"Macroeconômico";"Câmbio";"BM&FBovespa";"BMF366_FUT3DOL366";"Taxa de câmbio - R$ / US$ - comercial - futuro: vencimento em t+3";14;29
"30";"Diária";"Macroeconômico";"Comércio exterior";"MDIC/SECEX";"SECEX366_MVTOT366";"Importações - média semanal";13;30
"31";"Diária";"Macroeconômico";"Financeiras";"BM&FBovespa";"BMF366_FUT6DI1366";"Taxa de juros - DI de 1 dia - futuro: vencimento em t+6";10;31
"32";"Diária";"Macroeconômico";"Câmbio";"IPEA";"BMF366_FUT3DOLV366";"Taxa de câmbio - R$ / US$ - comercial - futuro: vencimento em t+3 - volatilidade";4;32
"33";"Diária";"Macroeconômico";"Financeiras";"IPEA";"BMF366_FUT3DI1V366";"Taxa de juros - DI de 1 dia - futuro: vencimento em t+3 - volatilidade";4;32
"34";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_IPCAG12";"Inflação - IPCA";1432;1
"35";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPMG12";"Inflação - IGP-M";1333;2
"36";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPM12";"IGP-M - geral - índice (ago. 1994 = 100)";1259;3
"37";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJOVER12";"Taxa de juros - Over / Selic";1159;4
"38";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPDIG12";"Inflação - IGP-DI";871;5
"39";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPDI12";"IGP-DI - geral - índice (ago. 1994 = 100)";853;6
"40";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_INPCBR12";"Inflação - INPC";771;7
"41";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_IPCA12";"IPCA - geral - índice (dez. 1993 = 100)";671;8
"42";"Mensal";"Macroeconômico";"Câmbio";"Bacen/Boletim/BP";"BM12_ERV12";"Taxa de câmbio - R$ / US$ - comercial - venda - média";611;9
"43";"Mensal";"Macroeconômico";"Salário e renda";"MTE/Outras";"MTE12_SALMIN12";"Salário mínimo";583;10
