"";"SERCODIGOTROLL";"QtdConsultas";"Posicao";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERTIPO";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"CATID";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"1";"GAC12_TCERXTS212";NA;NA;"A";407;7;"Taxa de câmbio - efetiva real - produção florestal (média 2010 = 100)";"N";"Taxa de câmbio - efetiva real - setor: produção florestal (média 2010 = 100)";1;0;120;1;0;"Incluída em 31/março/2017.";NA;0;"GAC12";"Internet";"Macro"
"2";"GAC12_TCERXTS312";NA;NA;"A";407;7;"Taxa de câmbio - efetiva real - pesca e aqüicultura (média 2010 = 100)";"N";"Taxa de câmbio - efetiva real - setor: pesca e aqüicultura (média 2010 = 100)";1;0;120;1;0;"Incluída em 31/março/2017.";NA;0;"GAC12";"Internet";"Macro"
"3";"GAC12_TCERXTS1812";NA;NA;"A";407;7;"Taxa de câmbio - efetiva real - impressão e reprodução de gravações (média 2010 = 100)";"N";"Taxa de câmbio - efetiva real - setor: impressão e reprodução de gravações (média 2010 = 100)";1;0;120;1;0;"Incluída em 31/março/2017.";NA;0;"GAC12";"Internet";"Macro"
"4";"GAC12_CAIEX12";NA;NA;"A";407;8;"Consumo aparente - indústria extrativa - índice encadeado (média 2012 = 100)";"N";"Consumo aparente - indústria extrativa - índice encadeado (média 2012 = 100)";1;0;120;1;0;"Incluída em 20/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"5";"GAC12_CAIEXDESSAZ12";NA;NA;"A";407;8;"Consumo aparente - indústria extrativa - índice encadeado - dessaz (média 2002= 100)";"N";"Consumo aparente - indústria extrativa - índice encadeado - dessaz (média 2002= 100)";1;0;120;1;0;"Incluída em 20/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"6";"GAC12_INDFBCF12";NA;NA;"A";407;8;"Indicador IPEA de FBCF - índice encadeado (média1995 = 100)";"N";"Indicador IPEA de FBCF - índice encadeado (média1995 = 100)";1;0;120;1;0;"Incluída em 290/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"7";"GAC12_INDFBCFCC12";NA;NA;"A";407;8;"Indicador IPEA de FBCF - construção civil - índice encadeado (média1995 = 100)";"N";"Indicador IPEA de FBCF - construção civil - índice encadeado (média1995 = 100)";1;0;120;1;0;"Incluída em 290/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"8";"GAC12_INDFBCFDESSAZ12";NA;NA;"A";407;8;"Indicador IPEA de FBCF - índice encadeado - dessaz (média 1995 = 100)";"N";"Indicador IPEA de FBCF - índice encadeado - dessaz (média 1995 = 100)";1;0;120;1;0;"Incluída em 290/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"9";"GAC12_INDFBCFCCDESSAZ12";NA;NA;"A";407;8;"Indicador IPEA de FBCF - construção civil - índice encadeado - dessaz (média 1995= 100)";"N";"Indicador IPEA de FBCF - construção civil - índice encadeado - dessaz (média 1995= 100)";1;0;120;1;0;"Incluída em 290/set/2017.";NA;0;"GAC12";"Internet";"Macro"
"10";"DIMAC_INF1";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda muito baixa";"N";"Taxa mensal de Inflação por faixa de renda  - Renda muito baixa";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"11";"DIMAC_INF2";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda baixa";"N";"Taxa mensal de Inflação por faixa de renda  - Renda baixa";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"12";"DIMAC_INF3";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda média-baixa";"N";"Taxa mensal de Inflação por faixa de renda  - Renda média-baixa";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"13";"DIMAC_INF4";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda média";"N";"Taxa mensal de Inflação por faixa de renda  - Renda média";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"14";"DIMAC_INF5";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda média-alta";"N";"Taxa mensal de Inflação por faixa de renda  - Renda média-alta";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"15";"DIMAC_INF6";NA;NA;"I";407;9;"Taxa mensal de Inflação por faixa de renda  - Renda alta";"N";"Taxa mensal de Inflação por faixa de renda  - Renda alta";0;1;360;1;0;NA;NA;0;"DIMAC";"Oculta";"Macro"
"16";"DIMAC_ICTI1";NA;NA;"I";407;9;"Índice de Custos da Tecnologia da Informação (ICTI) - índice encadeado (Dez/2012 = 100)";"N";"Índice de Custos da Tecnologia da Informação (ICTI) - índice encadeado (Dez/2012 = 100)";1;0;45;1;0;"Incluída em 10/abr/2018.";NA;0;"DIMAC";"Internet";"Macro"
"17";"DIMAC_ICTI2";NA;NA;"I";407;9;"Índice de Custos da Tecnologia da Informação (ICTI) - variação no mês";"N";"Índice de Custos da Tecnologia da Informação (ICTI) - variação no mês";1;0;45;1;0;"Incluída em 10/abr/2018.";NA;0;"DIMAC";"Internet";"Macro"
"18";"DIMAC_ICTI3";NA;NA;"I";407;9;"Índice de Custos da Tecnologia da Informação (ICTI) - variação em 12 meses";"N";"Índice de Custos da Tecnologia da Informação (ICTI) - variação em 12 meses";1;0;45;1;0;"Incluída em 10/abr/2018.";NA;0;"DIMAC";"Internet";"Macro"
"19";"BM12_RES12";NA;NA;"A";1333430559;10;"Reservas internacionais";"N";"Reservas internacionais";1;0;25;0;0;NA;NA;0;"BM12";"Internet";"Macro"
"20";"FENABRAVE12_ESTAUTO12";NA;NA;"I";1357659634;2;"Estoques de veículos nas concessionárias - Automóveis - qde.";"N";"Estoques de veículos nas concessionárias - Automóveis - qde.";1;0;30;NA;NA;NA;NA;0;"FENABRAVE12";"Internet";"Macro"
"21";"FENABRAVE12_ESTCOMLEVE12";NA;NA;"I";1357659634;2;"Estoques de veículos nas concessionárias - Comerciais leves - qde.";"N";"Estoques de veículos nas concessionárias - Comerciais leves - qde.";1;0;30;NA;NA;NA;NA;0;"FENABRAVE12";"Internet";"Macro"
"22";"FENABRAVE12_ESTCAMIN12";NA;NA;"I";1357659634;2;"Estoques de veículos nas concessionárias - Caminhões - qde.";"N";"Estoques de veículos nas concessionárias - Caminhões - qde.";1;0;30;NA;NA;NA;NA;0;"FENABRAVE12";"Internet";"Macro"
"23";"FENABRAVE12_ESTONIBUS12";NA;NA;"I";1357659634;2;"Estoques de veículos nas concessionárias - Ônibus - qde.";"N";"Estoques de veículos nas concessionárias - Ônibus - qde.";1;0;30;NA;NA;NA;NA;0;"FENABRAVE12";"Internet";"Macro"
"24";"FENABRAVE12_ESTVETOT12";NA;NA;"I";1357659634;2;"Estoques de veículos nas concessionárias - Total - qde.";"N";"Estoques de veículos nas concessionárias - Total - qde.";1;0;30;NA;NA;NA;NA;0;"FENABRAVE12";"Internet";"Macro"
"25";"ANFAVE12_LICVEN12";NA;NA;"A";488;1;"Vendas de autoveículos no mercado interno";"N";"Vendas de autoveículos no mercado interno";1;0;30;NA;NA;NA;NA;0;"ANFAVE12";"Internet";"Macro"
"26";"FUNCEX12_MDPBCDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"27";"FUNCEX12_MDPBCNDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"28";"FUNCEX12_MDPBIGCE12";NA;NA;"A";394;5;"Importações - bens intermediários - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas - bens intermediários (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"29";"FUNCEX12_MDPBKGCE12";NA;NA;"A";394;5;"Importações - bens de capital - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas -  bens de capital (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"30";"FUNCEX12_MDPCOMBGCE12";NA;NA;"A";394;5;"Importações - combustíveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas - combustíveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"31";"FUNCEX12_MDQBCDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"32";"FUNCEX12_MDQBCNDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das importações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"33";"FUNCEX12_MDQBIGCE12";NA;NA;"A";394;5;"Importações - bens intermediários - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das importações  - grandes categorias econômicas - bens intermediários (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"34";"FUNCEX12_MDQBKGCE12";NA;NA;"A";394;5;"Importações - bens de capital - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das importações  - grandes categorias econômicas - bens de capital (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"35";"FUNCEX12_MDQCOMBGCE12";NA;NA;"A";394;5;"Importações - combustíveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das importações  - grandes categorias econômicas - combustíveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"36";"FUNCEX12_MDVBCDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo duráveis - (FOB) (série nova)";"N";"Valor FOB das importações  - grandes categorias econômicas - bens de consumo duráveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"37";"FUNCEX12_MDVBCNDGCE12";NA;NA;"A";394;5;"Importações - bens de consumo não duráveis - (FOB) (série nova)";"N";"Valor FOB das importações  - grandes categorias econômicas - bens de consumo não duráveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"38";"FUNCEX12_MDVBIGCE12";NA;NA;"A";394;5;"Importações - bens intermediários - (FOB) (série nova)";"N";"Valor FOB das importações  - grandes categorias econômicas - bens intermediários";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"39";"FUNCEX12_MDVBKGCE12";NA;NA;"A";394;5;"Importações - bens de capital - (FOB) (série nova)";"N";"Valor FOB das importações  - grandes categorias econômicas - bens de capital";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"40";"FUNCEX12_MDVCOMBGCE12";NA;NA;"A";394;5;"Importações - combustíveis - (FOB) (série nova)";"N";"Valor FOB das importações  - grandes categorias econômicas - combustíveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"41";"FUNCEX12_XPBCDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das exportações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"42";"FUNCEX12_XPBCNDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das exportações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"43";"FUNCEX12_XPBIGCE12";NA;NA;"A";394;5;"Exportações - bens intermediários - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das exportações  - grandes categorias econômicas - bens intermediários (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"44";"FUNCEX12_XPBKGCE12";NA;NA;"A";394;5;"Exportações - bens de capital - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das exportações  - grandes categorias econômicas - bens de capital (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"45";"FUNCEX12_XPCOMBGCE12";NA;NA;"A";394;5;"Exportações - combustíveis - preços - índice (média 2006 = 100) (série nova)";"N";"Índice de preços das exportações  - grandes categorias econômicas - combustíveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"46";"FUNCEX12_XQBCDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das exportações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"47";"FUNCEX12_XQBCNDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das exportações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"48";"FUNCEX12_XQBIGCE12";NA;NA;"A";394;5;"Exportações - bens intermediários - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das exportações  - grandes categorias econômicas - bens intermediários (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"49";"FUNCEX12_XQBKGCE12";NA;NA;"A";394;5;"Exportações - bens de capital - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das exportações  - grandes categorias econômicas - bens de capital (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"50";"FUNCEX12_XQCOMBGCE12";NA;NA;"A";394;5;"Exportações - combustíveis - quantum - índice (média 2006 = 100) (série nova)";"N";"Índice de quantum das exportações  - grandes categorias econômicas - combustíveis (média 2006 = 100)";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"51";"FUNCEX12_XVBCDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo duráveis - (FOB) (série nova)";"N";"Valor FOB das exportações  - grandes categorias econômicas - bens de consumo duráveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"52";"FUNCEX12_XVBCNDGCE12";NA;NA;"A";394;5;"Exportações - bens de consumo não duráveis - (FOB) (série nova)";"N";"Valor FOB das exportações  - grandes categorias econômicas - bens de consumo não duráveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"53";"FUNCEX12_XVBIGCE12";NA;NA;"A";394;5;"Exportações - bens intermediários - (FOB) (série nova)";"N";"Valor FOB das exportações  - grandes categorias econômicas - bens de consumo intermediários";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"54";"FUNCEX12_XVBKGCE12";NA;NA;"A";394;5;"Exportações - bens de capital - (FOB) (série nova)";"N";"Valor FOB das exportações  - grandes categorias econômicas - bens de capital";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"55";"FUNCEX12_XVCOMBGCE12";NA;NA;"A";394;5;"Exportações - combustíveis - (FOB) (série nova)";"N";"Valor FOB das exportações  - grandes categorias econômicas - combustíveis";1;0;51;0;0;"Criada em 19/07/2016.";NA;0;"FUNCEX12";"Internet";"Macro"
"56";"CNI4_CEBEBIDASCR4";NA;NA;"A";380;1;"Coeficiente de exportação - bebidas";"N";"Coeficiente de exportação - bebidas";0;1;360;0;0;"Incluída em 13/set/2016.";NA;0;"CNI4";"Oculta";"Macro"
"57";"CCJ_5787";NA;NA;"A";380;1;"CCJ_5787";"N";"CCJ_5787";0;1;45;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"58";"CCJ_5788";NA;NA;"A";380;1;"CCJ_5788";"N";"CCJ_5788";0;1;45;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"59";"CCJ_5791";NA;NA;"A";380;1;"CCJ_5791";"N";"CCJ_5791";0;1;45;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"60";"CCJ_5792";NA;NA;"A";380;1;"CCJ_5792";"N";"CCJ_5792";0;1;45;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"61";"CCJ_1376";NA;NA;"A";380;1;"13762 - Dívida bruta do governo geral (% PIB) - Metodologia utilizada a partir de 2008";"N";"13762 - Dívida bruta do governo geral (% PIB) - Metodologia utilizada a partir de 2008";0;1;25;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"62";"CCJ_3695";NA;NA;"A";380;1;"3695 - Taxa de câmbio - Livre - Dólar americano (compra) - Fim de período - mensal - u.m.c./US$";"N";"3695 - Taxa de câmbio - Livre - Dólar americano (compra) - Fim de período - mensal - u.m.c./US$";0;1;25;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"63";"CCJ_3546";NA;NA;"A";380;1;"3546 - Reservas internacionais - Conceito liquidez - Total - mensal - US$ (milhões)";"N";"3546 - Reservas internacionais - Conceito liquidez - Total - mensal - US$ (milhões)";0;1;25;0;0;NA;NA;0;"CCJ";"Oculta";"Macro"
"64";"CCIV_21868";NA;NA;"A";380;1;"Indicadores da produção (2012=100) - Insumos da construção civil";"N";"Indicadores da produção (2012=100) - Insumos da construção civil";0;1;40;0;0;NA;NA;0;"CCIV";"Oculta";"Macro"
"65";"CCIV4_PIBCNSTCIV4";NA;NA;"A";380;1;"PIB trimestral (2010=100) - Dados observados - Construção civil";"N";"PIB trimestral (2010=100) - Dados observados - Construção civil";0;1;120;0;0;NA;NA;0;"CCIV4";"Oculta";"Macro"
"66";"ABIA12_ALIM12";20;303;"A";364;1;"Produção física - alimentos - índice (média 1989 = 100)";"N";"Produção física de alimentos - índice (média 1989 = 100)";1;0;330;0;0;NA;NA;0;"ABIA12";"Internet";"Macro"
"67";"ABINEE_VELETAA";NA;NA;"I";365;2;"Vendas industriais - aspiradores de ambiente - qde.";"N";"Vendas industriais de aspiradores de ambiente: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"68";"ABINEE_VELETAP";NA;NA;"I";365;2;"Vendas industriais - aspiradores de pó - qde.";"N";"Vendas industriais de aspiradores de pó: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"69";"ABINEE_VELETAR";NA;NA;"I";365;2;"Vendas industriais - auto-rádios - qde.";"N";"Vendas industriais de auto-rádios: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"70";"ABINEE_VELETBB";1;1619;"I";365;2;"Vendas industriais - batedeiras - qde.";"N";"Vendas industriais de batedeiras: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"71";"ABINEE_VELETCA";NA;NA;"I";365;2;"Vendas industriais - circuladores de ar - qde.";"N";"Vendas industriais de circuladores de ar: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"72";"ABINEE_VELETCE";1;1619;"I";365;2;"Vendas industriais - cafeteiras - qde.";"N";"Vendas industriais de cafeteiras: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"73";"ABINEE_VELETCR";2;1368;"I";365;2;"Vendas industriais - condicionadores de ar - qde.";"N";"Vendas industriais de condicionadores de ar: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"74";"ABINEE_VELETE";NA;NA;"I";365;2;"Vendas industriais - enceradeiras - qde.";"N";"Vendas industriais de enceradeiras: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"75";"ABINEE_VELETEF";NA;NA;"I";365;2;"Vendas industriais - espremedores de frutas - qde.";"N";"Vendas industriais de espremedores de frutas: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"76";"ABINEE_VELETFA";NA;NA;"I";365;2;"Vendas industriais - ferros automáticos - qde.";"N";"Vendas industriais de ferros automáticos de passar roupa: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"77";"ABINEE_VELETFC";NA;NA;"I";365;2;"Vendas industriais - fonógrafos combinados - qde.";"N";"Vendas industriais de fonógrafos combinados: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"78";"ABINEE_VELETFG";1;1619;"I";365;2;"Vendas industriais - fogões - qde.";"N";"Vendas industriais de fogões a gás: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"79";"ABINEE_VELETFM";5;944;"I";365;2;"Vendas industriais - fornos de microondas - qde.";"N";"Vendas industriais de fornos de microondas: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"80";"ABINEE_VELETFV";NA;NA;"I";365;2;"Vendas industriais - freezers verticais - qde.";"N";"Vendas industriais de freezers verticais: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"81";"ABINEE_VELETGEL";4;1042;"I";365;2;"Vendas industriais - refrigeradores - qde.";"N";"Vendas industriais de refrigeradores: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"82";"ABINEE_VELETL";NA;NA;"I";365;2;"Vendas industriais - liquidificadores - qde.";"N";"Vendas industriais de liquidificadores: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"83";"ABINEE_VELETMF";NA;NA;"I";365;2;"Vendas industriais - mini-fornos - qde.";"N";"Vendas industriais de mini-fornos: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"84";"ABINEE_VELETPA";1;1619;"I";365;2;"Vendas industriais - processadores de alimentos - qde.";"N";"Vendas industriais de processadores de alimentos: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"85";"ABINEE_VELETRT";NA;NA;"I";365;2;"Vendas industriais - rádios transistorizados - qde.";"N";"Vendas industriais de rádios transistorizados: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"86";"ABINEE_VELETSR";NA;NA;"I";365;2;"Vendas industriais - secadoras de roupas - qde.";"N";"Vendas industriais de secadoras de roupas: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"87";"ABINEE_VELETTP";1;1619;"I";365;2;"Vendas industriais - torradeiras - qde.";"N";"Vendas industriais de torradeiras: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"88";"ABINEE_VELETTVC";4;1042;"I";365;2;"Vendas industriais - televisores em cores - qde.";"N";"Vendas industriais de televisores em cores: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"89";"ABINEE_VELETTVP";3;1185;"I";365;2;"Vendas industriais - televisores em preto e branco - qde.";"N";"Vendas industriais de televisores em preto e branco: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"90";"ABINEE_VELETV";NA;NA;"I";365;2;"Vendas industriais - ventiladores - qde.";"N";"Vendas industriais de ventiladores: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"91";"ABINEE_VELETVC";NA;NA;"I";365;2;"Vendas industriais - videocassetes - qde.";"N";"Vendas industriais de videocassetes: quantidade";1;0;0;0;0;NA;NA;0;"ABINEE";"Internet";"Macro"
"92";"ABPO12_PAPEL12";62;96;"A";366;1;"Expedição de caixas, acessórios e chapas - papelão ondulado - qde.";"N";"Expedição de caixas, acessórios e chapas de papelão ondulado: quantidade";1;0;40;0;0;NA;NA;0;"ABPO12";"Internet";"Macro"
"93";"ANBIMA12_IBVRJ12";2;1152;"I";442618574;3;"Índice de ações - IBV - fechamento";"N";"Índice de ações: IBV - fechamento";1;0;0;0;0;NA;NA;0;"ANBIMA12";"Internet";"Macro"
"94";"ANBIMA12_IBVSP12";157;39;"A";442618574;39;"Índice de ações - Ibovespa - fechamento";"N";"Índice de ações: Ibovespa - fechamento";1;0;30;0;0;NA;NA;0;"ANBIMA12";"Internet";"Macro"
"95";"ANBIMA12_TJCDBP12";6;748;"I";442618574;39;"Taxa de juros - CDB pré-fixado";"N";"Taxa de juros: CDB pré-fixado";1;0;0;0;0;NA;NA;0;"ANBIMA12";"Internet";"Macro"
"96";"ANBIMA12_TJOVER12";NA;NA;"I";442618574;4;"Taxa de juros - Over";"N";"Taxa de juros: Overnight";0;1;5;0;0;NA;NA;0;"ANBIMA12";"Oculta";"Macro"
"97";"ANBIMA12_TJPOUP12";145;41;"A";442618574;39;"Poupança - rendimento nominal - 1º dia útil (até 03.05.2012)";"N";"Poupança: rendimento nominal - 1º dia útil (até 03.05.2012)";1;0;30;0;0;NA;NA;0;"ANBIMA12";"Internet";"Macro"
"98";"ANFAVE_QVEICL";9;686;"A";488;1;"Produção - automóveis - montados - qde.";"N";"Produção - automóveis - montados - qde.";1;1;360;0;0;NA;NA;0;"ANFAVE";"Intranet";"Macro"
"99";"ANFAVE_VQVEICL";10;649;"A";488;2;"Vendas - automóveis - nacionais - montados - qde.";"N";"Vendas - automóveis - nacionais - montados - qde.";1;1;360;0;0;NA;NA;0;"ANFAVE";"Intranet";"Macro"
"100";"ANFAVE_XQVEICL";NA;NA;"A";488;5;"Exportações - automóveis - montados - qde.";"N";"Exportações - automóveis - montados - qde.";1;1;360;0;0;NA;NA;0;"ANFAVE";"Intranet";"Macro"
"101";"ANFAVE12_MAGRIC12";10;543;"I";488;1;"Produção - máquinas agrícolas automotrizes - montados e desmontados - qde.";"N";"Produção - máquinas agrícolas automotrizes - montados e desmontados - qde.";0;1;5;0;0;NA;NA;0;"ANFAVE12";"Oculta";"Macro"
"102";"ANFAVE12_QCAMIN12";2;1152;"I";488;1;"Produção - caminhões - montados e desmontados - qde.";"N";"Produção - caminhões - montados e desmontados - qde.";0;1;5;0;0;NA;NA;0;"ANFAVE12";"Oculta";"Macro"
"103";"ANFAVE12_QONIBU12";1;1358;"I";488;1;"Produção - ônibus - montados e desmontados - qde.";"N";"Produção - ônibus - montados e desmontados - qde.";0;1;5;0;0;NA;NA;0;"ANFAVE12";"Oculta";"Macro"
"104";"ANFAVE12_QPASSA12";7;684;"I";488;1;"Produção - automóveis - montados e desmontados - qde.";"N";"Produção - automóveis - montados e desmontados - qde.";0;1;5;0;0;NA;NA;0;"ANFAVE12";"Oculta";"Macro"
