"";"SERCODIGOTROLL";"QtdConsultas";"Posicao";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERTIPO";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"CATID";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"1001";"CNI12_SALRE12";NA;NA;"I";380;13;"Salário - real - indústria - índice (média 1992 = 100)";"N";"Salário real na indústria: índice (média 1992 = 100)";1;1;0;0;0;NA;NA;0;"CNI12";"Intranet";"Macro"
"1002";"CNI12_VENNOM12";6;748;"I";380;2;"Faturamento nominal - indústria - índice (média 2006 = 100)";"N";"Faturamento nominal na indústria: índice (média 2006 = 100)";1;0;40;0;0;NA;NA;0;"CNI12";"Internet";"Macro"
"1003";"CNI12_VENREA12";38;167;"A";380;2;"Faturamento real - indústria - índice (média 2006 = 100)";"N";"Faturamento real na indústria: índice (média 2006 = 100)";1;0;40;0;0;NA;NA;0;"CNI12";"Internet";"Macro"
"1004";"CNI12_VENRED12";22;279;"A";380;2;"Faturamento real - indústria - índice dessaz. (média 2006 = 100)";"N";"Faturamento real na indústria: índice dessazonalizado (média 2006 = 100)";1;0;40;0;0;NA;NA;0;"CNI12";"Internet";"Macro"
"1005";"DEPAE12_ATARAG12";7;684;"I";381;9;"Preço médio - atacado - arroz - longo fino agulhinha - 30 kg - SP";"N";"Preço médio no atacado: arroz longo fino agulhinha (30 kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1006";"DEPAE12_ATARSE12";1;1358;"I";381;9;"Preço médio - atacado - arroz - longo fino sequeiro - 30 kg - SP";"N";"Preço médio no atacado: arroz longo fino sequeiro (30 kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1007";"DEPAE12_ATBOI12";4;924;"I";381;9;"Preço médio - atacado - bovinos - traseiro - kg - SP";"N";"Preço médio no atacado: traseiro bovino (kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1008";"DEPAE12_ATFECO12";6;748;"I";381;9;"Preço médio - atacado - feijão de cor - 60 kg - SP";"N";"Preço médio no atacado: feijão de cor (60 kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1009";"DEPAE12_ATFRA12";15;397;"I";381;9;"Preço médio - atacado - frango resfriado - kg - SP";"N";"Preço médio no atacado: frango resfriado (kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1010";"DEPAE12_ATMI12";48;136;"I";381;9;"Preço médio - atacado - milho (em grão) - 60 kg - SP";"N";"Preço médio no atacado: milho em grão (60 kg - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1011";"DEPAE12_ATOL12";1;1358;"I";381;9;"Preço médio - atacado - óleo de soja - refinado - 20 latas - SP";"N";"Preço médio no atacado: óleo de soja refinado (20 latas - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1012";"DEPAE12_ATOVO12";11;510;"I";381;9;"Preço médio - atacado - ovos - dúzia - SP";"N";"Preço médio no atacado: ovos (dúzia - SP)";1;0;10;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1013";"DEPAE12_ATSUIN12";3;1022;"I";381;9;"Preço médio - atacado - suínos - kg - SP";"N";"Preço médio no atacado: suínos (kg - SP)";1;0;150;0;0;NA;NA;0;"DEPAE12";"Internet";"Macro"
"1014";"DIEESE12_ICVSPD12";18;333;"I";383;9;"ICV-SP - índice (jun. 1994 = 100)";"N";"ICV-SP - índice (jun. 1994 = 100)";1;0;10;0;0;NA;NA;0;"DIEESE12";"Internet";"Macro"
"1015";"ECONMI12_ALBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1016";"ECONMI12_ALBCY12";10;543;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1017";"ECONMI12_ALCCY12";3;1022;"A";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1018";"ECONMI12_ALPCG12";3;1022;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1019";"ECONMI12_ALPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1020";"ECONMI12_ALPIG12";1;1358;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1021";"ECONMI12_ALPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1022";"ECONMI12_ALWG12";1;1358;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1023";"ECONMI12_ALWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1024";"ECONMI12_CABC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1025";"ECONMI12_CABCY12";NA;NA;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1026";"ECONMI12_CAPCG12";2;1152;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1027";"ECONMI12_CAPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1028";"ECONMI12_CAPIG12";NA;NA;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1029";"ECONMI12_CAPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1030";"ECONMI12_CAPPG12";NA;NA;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1031";"ECONMI12_CAPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1032";"ECONMI12_CAU12";1;1358;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1033";"ECONMI12_CAWG12";1;1358;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1034";"ECONMI12_CAWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1035";"ECONMI12_FRBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1036";"ECONMI12_FRBCY12";3;1022;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1037";"ECONMI12_FRPCG12";NA;NA;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1038";"ECONMI12_FRPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1039";"ECONMI12_FRPIG12";NA;NA;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1040";"ECONMI12_FRPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1041";"ECONMI12_FRU12";4;924;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1042";"ECONMI12_ITBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1043";"ECONMI12_ITBCY12";2;1152;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1044";"ECONMI12_ITPCG12";NA;NA;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1045";"ECONMI12_ITPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1046";"ECONMI12_ITPPG12";NA;NA;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1047";"ECONMI12_ITPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1048";"ECONMI12_ITU12";2;1152;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1049";"ECONMI12_ITWG12";NA;NA;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1050";"ECONMI12_ITWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1051";"ECONMI12_JPPCG12";NA;NA;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;90;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1052";"ECONMI12_JPPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1053";"ECONMI12_JPPPG12";NA;NA;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1054";"ECONMI12_JPPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1055";"ECONMI12_JPU12";13;445;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1056";"ECONMI12_JPWG12";NA;NA;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1057";"ECONMI12_JPWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1058";"ECONMI12_UKBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1059";"ECONMI12_UKBCY12";NA;NA;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1060";"ECONMI12_USBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1061";"ECONMI12_USBCY12";8;632;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1062";"ECONMI12_USPCG12";10;543;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1063";"ECONMI12_USPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1064";"ECONMI12_USPPG12";NA;NA;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1065";"ECONMI12_USPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1066";"ECONMI12_USU12";15;397;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1067";"ECONMI12_USWG12";1;1358;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1068";"ECONMI12_USWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1069";"ECONMI12_ALRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1070";"ECONMI12_CARI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1071";"ECONMI12_FRRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1072";"ECONMI12_ITRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1073";"ECONMI12_JPRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1074";"ECONMI12_UKRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1075";"ECONMI12_USRI12";NA;NA;"I";384;11;"reservas internacionais";"N";"reservas internacionais";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1076";"ECONMI12_FRCCY12";1;1358;"A";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1077";"ECONMI12_ALPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1078";"ECONMI12_ALPPG12";2;1152;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1079";"ECONMI12_ALU12";4;924;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1080";"ECONMI12_ITPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1081";"ECONMI12_ITPIG12";NA;NA;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1082";"ECONMI12_JPPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1083";"ECONMI12_JPPIG12";2;1152;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1084";"ECONMI12_JPBC12";NA;NA;"I";384;11;"balança comercial - saldo (mês)";"N";"balança comercial - saldo (mês)";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1085";"ECONMI12_JPBCY12";1;1358;"I";384;11;"balança comercial - saldo (acum. 12 meses)";"N";"balança comercial - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1086";"ECONMI12_JPCCY12";NA;NA;"I";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1087";"ECONMI12_UKPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1088";"ECONMI12_UKPIG12";1;1358;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1089";"ECONMI12_UKPCG312";NA;NA;"I";384;11;"preços ao consumidor - var. trimestral anualiz.";"N";"preços ao consumidor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1090";"ECONMI12_UKPCG12";NA;NA;"A";384;11;"preços ao consumidor - var. em 12 meses";"N";"Preços ao consumidor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1091";"ECONMI12_UKPPG312";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1092";"ECONMI12_UKPPG12";NA;NA;"I";384;11;"preços ao produtor - var. em 12 meses";"N";"Preços ao produtor - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1093";"ECONMI12_UKWG312";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1094";"ECONMI12_UKWG12";1;1358;"I";384;11;"salário - var. em 12 meses";"N";"Salário - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1095";"ECONMI12_UKU12";NA;NA;"A";384;11;"taxa de desemprego - força de trabalho";"N";"taxa de desemprego - força de trabalho";1;0;90;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1096";"ECONMI12_USPIG312";NA;NA;"I";384;11;"produção industrial - var. trimestral anualiz.";"N";"produção industrial - var. trimestral anualiz.";0;0;15;0;0;NA;NA;0;"ECONMI12";"Oculta";"Macro"
"1097";"ECONMI12_USPIG12";14;418;"A";384;11;"produção industrial - var. em 12 meses";"N";"Produção industrial - var. em 12 meses";1;0;60;0;0;NA;NA;0;"ECONMI12";"Internet";"Macro"
"1098";"ECONMI4_ALPIBG34";3;183;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1099";"ECONMI4_ALPIBG4";2;230;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1100";"ECONMI4_CACCY4";NA;NA;"I";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1101";"ECONMI4_CAPIBG34";1;327;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1102";"ECONMI4_CAPIBG4";NA;NA;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1103";"ECONMI4_FRCCY4";NA;NA;"I";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";0;0;30;0;0;NA;NA;0;"ECONMI4";"Oculta";"Macro"
"1104";"ECONMI4_FRPIBG34";2;230;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1105";"ECONMI4_FRPIBG4";NA;NA;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1106";"ECONMI4_FRPPG34";NA;NA;"I";384;11;"preços ao produtor - var. trimestral anualiz.";"N";"preços ao produtor - var. trimestral anualiz.";0;0;30;0;0;NA;NA;0;"ECONMI4";"Oculta";"Macro"
"1107";"ECONMI4_FRPPG4";NA;NA;"I";384;11;"preços ao produtor - var. contra igual trimestre do ano anterior";"N";"Preços ao produtor - var. contra igual trimestre do ano anterior";0;0;30;0;0;NA;NA;0;"ECONMI4";"Oculta";"Macro"
"1108";"ECONMI4_FRWG34";NA;NA;"I";384;11;"salário - var. trimestral anualiz.";"N";"salário - var. trimestral anualiz.";0;0;30;0;0;NA;NA;0;"ECONMI4";"Oculta";"Macro"
"1109";"ECONMI4_FRWG4";NA;NA;"I";384;11;"salário - var. contra igual trimestre do ano anterior";"N";"Salário - var. contra igual trimestre do ano anterior";0;0;90;0;0;NA;NA;0;"ECONMI4";"Oculta";"Macro"
"1110";"ECONMI4_ITPIBG34";NA;NA;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1111";"ECONMI4_ITPIBG4";NA;NA;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1112";"ECONMI4_JPPIBG34";2;230;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1113";"ECONMI4_JPPIBG4";NA;NA;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1114";"ECONMI4_UKCCY4";NA;NA;"I";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1115";"ECONMI4_UKPIBG34";1;327;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1116";"ECONMI4_UKPIBG4";NA;NA;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1117";"ECONMI4_USCCY4";1;327;"I";384;11;"balanço - conta corrente - saldo (acum. 12 meses)";"N";"balanço - conta corrente - saldo (acum. 12 meses)";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1118";"ECONMI4_USPIBG34";8;89;"A";384;11;"PIB - var. real trimestral anualiz.";"N";"Produto interno bruto (PIB): variação real trimestral anualizada";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1119";"ECONMI4_USPIBG4";6;106;"A";384;11;"PIB - var. real contra igual trimestre do ano anterior";"N";"Produto interno bruto (PIB): variação real contra igual trimestre do ano anterior";1;0;90;0;0;NA;NA;0;"ECONMI4";"Internet";"Macro"
"1120";"ELETRO_CEECOM";21;356;"A";385;2;"Consumo - energia elétrica - comércio - qde.";"N";"Consumo de energia elétrica no setor comércio: quantidade";1;0;360;0;0;NA;"Gerada";0;"ELETRO";"Internet";"Macro"
"1121";"ELETRO_CEEIND";23;327;"A";385;2;"Consumo - energia elétrica - indústria - qde.";"N";"Consumo de energia elétrica no setor indústria: quantidade";1;0;360;0;0;NA;"Gerada";0;"ELETRO";"Internet";"Macro"
"1122";"ELETRO_CEEOUT";4;1042;"A";385;2;"Consumo - energia elétrica - outros setores - qde.";"N";"Consumo de energia elétrica nos outros setores: quantidade";1;0;360;0;0;NA;NA;0;"ELETRO";"Internet";"Macro"
"1123";"ELETRO_CEERES";17;429;"A";385;2;"Consumo - energia elétrica - residência - qde.";"N";"Consumo de energia elétrica no setor residência: quantidade";1;0;360;0;0;NA;"Gerada";0;"ELETRO";"Internet";"Macro"
"1124";"ELETRO_CEET";59;118;"A";385;2;"Consumo - energia elétrica - qde.";"N";"Consumo de energia elétrica: quantidade";1;0;360;0;0;NA;NA;0;"ELETRO";"Internet";"Macro"
