"";"PERNOME_P";"SERBASE";"TEMNOME_P";"FNTNOME_P";"SERCODIGOTROLL";"SERNOME_P";"QtdConsultas";"Posicao"
"1";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_ERV366";"Taxa de câmbio - R$ / US$ - comercial - venda - média";527;1
"2";"Diária";"Macroeconômico";"Financeiras";"Bacen Outras/SGS";"GM366_TJOVER366";"Taxa de juros - Over / Selic";359;2
"3";"Diária";"Macroeconômico";"Financeiras";"BM&FBovespa";"GM366_IBVSP366";"Índice de ações - Ibovespa - fechamento";260;3
"4";"Diária";"Macroeconômico";"Financeiras";"Valor Econômico";"VALOR366_TJCBOND366";"C-Bond - spread";209;4
"5";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_ERC366";"Taxa de câmbio - R$ / US$ - comercial - compra - média";177;5
"6";"Diária";"Macroeconômico";"Câmbio";"Valor Econômico";"GM366_ERPV366";"Taxa de câmbio - R$ / US$ - paralelo - venda - média";126;6
"7";"Diária";"Macroeconômico";"Financeiras";"Bacen Outras/SGS";"GM366_TJTR366";"Taxa de juros - TR";117;7
"8";"Diária";"Macroeconômico";"Câmbio";"Bacen Outras/SGS";"GM366_EREURO366";"Zona do Euro - taxa de câmbio - euro / US$ - média";106;8
"9";"Diária";"Macroeconômico";"Financeiras";"IPEA";"GM366_TJCDBPRE366";"Taxa de juros - CDB / pré-fixado";51;9
"10";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPM12";"IGP-M - geral - índice (ago. 1994 = 100)";1071;1
"11";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJOVER12";"Taxa de juros - Over / Selic";825;2
"12";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPDI12";"IGP-DI - geral - índice (ago. 1994 = 100)";785;3
"13";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPMG12";"Inflação - IGP-M";776;4
"14";"Mensal";"Macroeconômico";"Câmbio";"Bacen/Boletim/BP";"BM12_ERV12";"Taxa de câmbio - R$ / US$ - comercial - venda - média";772;5
"15";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_IPCAG12";"Inflação - IPCA";706;6
"16";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPDIG12";"Inflação - IGP-DI";626;7
"17";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_INPCBR12";"Inflação - INPC";572;8
"18";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_IPCA12";"IPCA - geral - índice (dez. 1993 = 100)";512;9
"19";"Mensal";"Macroeconômico";"Salário e renda";"IPEA";"GAC12_SALMINRE12";"Salário mínimo real";475;10
"20";"Mensal";"Macroeconômico";"Comércio exterior";"Bacen/BP (BPM5)";"BPN12_SBC12";"Balança comercial - (FOB) - saldo (Antiga metod. - BPM5)";406;11
"21";"Mensal";"Macroeconômico";"Emprego";"IBGE/PME antiga";"PME12_TDA12";"Taxa de desemprego - aberto - referência: 30 dias - RMs";406;11
"22";"Mensal";"Macroeconômico";"Contas nacionais";"IPEA";"GAMMA12_PIBE12";"PIB - preços de mercado - índice encadeado (média 1990 = 100)";395;13
"23";"Mensal";"Macroeconômico";"Preços";"Fipe";"FIPE12_FIPE0001";"Inflação - IPC (FIPE)";364;14
"24";"Mensal";"Macroeconômico";"Comércio exterior";"MDIC/SECEX";"SECEX12_XVTOT12";"Exportações - (FOB)";362;15
"25";"Mensal";"Macroeconômico";"Finanças públicas";"Bacen/Not. Imp./F. Púb.";"BM12_DTSPN12";"Dívida - total - setor público - líquida";321;16
"26";"Mensal";"Macroeconômico";"Preços";"Fipe";"FIPE12_IPCFIPE12";"IPC - geral - índice (jun. 1994 = 100) - RMSP";280;17
"27";"Mensal";"Macroeconômico";"Preços";"IPEA";"GAC12_TCO12";"Tendência comum da inflação";259;18
"28";"Mensal";"Macroeconômico";"Salário e renda";"Seade/PED";"SEADE12_SIRMRA12";"Rendimento médio - real - assalariados - trabalho principal - índice (média 2000 = 100) - RMSP";257;19
"29";"Mensal";"Macroeconômico";"Economia internacional";"FMI/IFS";"IFS12_USEER12";"taxa de câmbio - efetiva real - índice (média 2005 = 100) - dólar americano";208;20
"30";"Mensal";"Macroeconômico";"Comércio exterior";"MDIC/SECEX";"SECEX12_MVTOT12";"Importações - (FOB)";202;21
"31";"Mensal";"Macroeconômico";"Emprego";"Seade/PED";"SEADE12_TDTGSP12";"Taxa de desemprego - RMSP";192;22
"32";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJCDI12";"Taxa de juros - CDI / Over";187;23
"33";"Mensal";"Macroeconômico";"Finanças públicas";"Bacen/Not. Imp./F. Púb.";"BM12_DTSPY12";"Dívida - total - setor público - líquida";169;24
"34";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJLP12";"Taxa de juros - TJLP";167;25
"35";"Mensal";"Macroeconômico";"Câmbio";"Bacen/Boletim/BP";"BM12_ERVF12";"Taxa de câmbio - R$ / US$ - comercial - venda - fim período";162;26
"36";"Mensal";"Macroeconômico";"Produção";"IBGE/PIM-PF antiga";"PIMPF12_QIIG12";"Produção industrial - indústria geral - quantum - índice (média 1991 = 100)";155;27
"37";"Mensal";"Macroeconômico";"Preços";"IBGE/SNIPC";"PRECOS12_INPC12";"INPC - geral - índice (dez. 1993 = 100)";152;28
"38";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_RNDPO12";"Poupança - rendimento nominal a partir de 04.05.2012 - Rentabilidade no período (1º dia do mês)";139;29
"39";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJCDBN12";"Taxa de juros - CDB";139;29
"40";"Mensal";"Macroeconômico";"Financeiras";"Anbima";"ANBIMA12_IBVSP12";"Índice de ações - Ibovespa - fechamento";137;31
"41";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_INCC12";"INCC - geral - índice (ago. 1994 = 100)";135;32
"42";"Mensal";"Macroeconômico";"Salário e renda";"IBGE/PME antiga";"PME12_RMN12";"Rendimento médio do trabalho principal - RMs";132;33
"43";"Mensal";"Macroeconômico";"Emprego";"Seade/PED";"SEADE12_TDAGSP12";"Taxa de desemprego - aberto - RMSP";128;34
"44";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IPCG12";"Inflação - IPC (FGV)";127;35
"45";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IGPF12";"IGP-DI - geral - centrado - fim período - índice (ago. 1994 = 100)";126;36
"46";"Mensal";"Macroeconômico";"Emprego";"IBGE/PME antiga";"PME12_TDESA12";"Taxa de desemprego - aberto - referência: semana - RMs";122;37
"47";"Mensal";"Macroeconômico";"Câmbio";"IPEA";"GAC12_TCERXT12";"Taxa de câmbio - efetiva real - IPA-EP-DI - exportações - índice (média 2010 = 100)";120;38
"48";"Mensal";"Macroeconômico";"Preços";"FGV/Conj. Econ. - IGP";"IGP12_IPC12";"IPC - geral - índice (ago. 1994 = 100)";111;39
"49";"Mensal";"Macroeconômico";"Finanças públicas";"Bacen/Not. Imp./F. Púb.";"BM12_DINSPY12";"Dívida interna - setor público - líquida";110;40
"50";"Mensal";"Macroeconômico";"Câmbio";"Bacen/Boletim/BP";"BM12_ERCF12";"Taxa de câmbio - R$ / US$ - comercial - compra - fim período";109;41
"51";"Mensal";"Macroeconômico";"Emprego";"IBGE/PME antiga";"PME12_POCCCART12";"População ocupada - com carteira assinada - RMs";108;42
"52";"Mensal";"Macroeconômico";"Balanço de pagamentos";"Bacen/Not. Imp./Set. Ext.";"BM12_RESLIQ12";"Reservas internacionais - Conceito liquidez";106;43
"53";"Mensal";"Macroeconômico";"Financeiras";"Bacen/Boletim/M. Finan.";"BM12_TJTR12";"Taxa de juros - TR";105;44
