BANCO;SERCODIGOTROLL;SERSTATUS;SERNOME_P;SERDESCRICAO_P;SERLIBERADA;SERPRIVATIVA;TEMID;FNTID;SERTIPO;SERINDGER
GAC12;GAC12_TCERXTS212;A;Taxa de câmbio - efetiva real - produção florestal (média 2010 = 100);Taxa de câmbio - efetiva real - setor: produção florestal (média 2010 = 100);1;0;Câmbio;IPEA;N;NA
GAC12;GAC12_TCERXTS312;A;Taxa de câmbio - efetiva real - pesca e aqüicultura (média 2010 = 100);Taxa de câmbio - efetiva real - setor: pesca e aqüicultura (média 2010 = 100);1;0;Câmbio;IPEA;N;NA
GAC12;GAC12_TCERXTS1812;A;Taxa de câmbio - efetiva real - impressão e reprodução de gravações (média 2010 = 100);Taxa de câmbio - efetiva real - setor: impressão e reprodução de gravações (média 2010 = 100);1;0;Câmbio;IPEA;N;NA
GAC12;GAC12_CAIEX12;A;Consumo aparente - indústria extrativa - índice encadeado (média 2012 = 100);Consumo aparente - indústria extrativa - índice encadeado (média 2012 = 100);1;0;Contas nacionais;IPEA;N;NA
GAC12;GAC12_CAIEXDESSAZ12;A;Consumo aparente - indústria extrativa - índice encadeado - dessaz (média 2002= 100);Consumo aparente - indústria extrativa - índice encadeado - dessaz (média 2002= 100);1;0;Contas nacionais;IPEA;N;NA
GAC12;GAC12_INDFBCF12;A;Indicador IPEA de FBCF - índice encadeado (média1995 = 100);Indicador IPEA de FBCF - índice encadeado (média1995 = 100);1;0;Contas nacionais;IPEA;N;NA
GAC12;GAC12_INDFBCFCC12;A;Indicador IPEA de FBCF - construção civil - índice encadeado (média1995 = 100);Indicador IPEA de FBCF - construção civil - índice encadeado (média1995 = 100);1;0;Contas nacionais;IPEA;N;NA
GAC12;GAC12_INDFBCFDESSAZ12;A;Indicador IPEA de FBCF - índice encadeado - dessaz (média 1995 = 100);Indicador IPEA de FBCF - índice encadeado - dessaz (média 1995 = 100);1;0;Contas nacionais;IPEA;N;NA
GAC12;GAC12_INDFBCFCCDESSAZ12;A;Indicador IPEA de FBCF - construção civil - índice encadeado - dessaz (média 1995= 100);Indicador IPEA de FBCF - construção civil - índice encadeado - dessaz (média 1995= 100);1;0;Contas nacionais;IPEA;N;NA
BM12;BM12_RES12;A;Reservas internacionais;Reservas internacionais;1;0;Balanço de pagamentos;Bacen/Not. Imp./Set. Ext.;N;NA
ANFAVE12;ANFAVE12_LICVEN12;A;Vendas de autoveículos no mercado interno;Vendas de autoveículos no mercado interno;1;0;Produção;Anfavea;N;NA
FUNCEX12;FUNCEX12_MDPBCDGCE12;A;Importações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das importações - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDPBCNDGCE12;A;Importações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDPBIGCE12;A;Importações - bens intermediários - preços - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas - bens intermediários (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDPBKGCE12;A;Importações - bens de capital - preços - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas -  bens de capital (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDPCOMBGCE12;A;Importações - combustíveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas - combustíveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDQBCDGCE12;A;Importações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDQBCNDGCE12;A;Importações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova);Índice de preços das importações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDQBIGCE12;A;Importações - bens intermediários - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das importações  - grandes categorias econômicas - bens intermediários (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDQBKGCE12;A;Importações - bens de capital - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das importações  - grandes categorias econômicas - bens de capital (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDQCOMBGCE12;A;Importações - combustíveis - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das importações  - grandes categorias econômicas - combustíveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDVBCDGCE12;A;Importações - bens de consumo duráveis - (FOB) (série nova);Valor FOB das importações  - grandes categorias econômicas - bens de consumo duráveis;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDVBCNDGCE12;A;Importações - bens de consumo não duráveis - (FOB) (série nova);Valor FOB das importações  - grandes categorias econômicas - bens de consumo não duráveis;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDVBIGCE12;A;Importações - bens intermediários - (FOB) (série nova);Valor FOB das importações  - grandes categorias econômicas - bens intermediários;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDVBKGCE12;A;Importações - bens de capital - (FOB) (série nova);Valor FOB das importações  - grandes categorias econômicas - bens de capital;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_MDVCOMBGCE12;A;Importações - combustíveis - (FOB) (série nova);Valor FOB das importações  - grandes categorias econômicas - combustíveis;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XPBCDGCE12;A;Exportações - bens de consumo duráveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das exportações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XPBCNDGCE12;A;Exportações - bens de consumo não duráveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das exportações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XPBIGCE12;A;Exportações - bens intermediários - preços - índice (média 2006 = 100) (série nova);Índice de preços das exportações  - grandes categorias econômicas - bens intermediários (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XPBKGCE12;A;Exportações - bens de capital - preços - índice (média 2006 = 100) (série nova);Índice de preços das exportações  - grandes categorias econômicas - bens de capital (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XPCOMBGCE12;A;Exportações - combustíveis - preços - índice (média 2006 = 100) (série nova);Índice de preços das exportações  - grandes categorias econômicas - combustíveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XQBCDGCE12;A;Exportações - bens de consumo duráveis - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das exportações  - grandes categorias econômicas - bens de consumo duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XQBCNDGCE12;A;Exportações - bens de consumo não duráveis - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das exportações  - grandes categorias econômicas - bens de consumo não duráveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XQBIGCE12;A;Exportações - bens intermediários - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das exportações  - grandes categorias econômicas - bens intermediários (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XQBKGCE12;A;Exportações - bens de capital - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das exportações  - grandes categorias econômicas - bens de capital (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XQCOMBGCE12;A;Exportações - combustíveis - quantum - índice (média 2006 = 100) (série nova);Índice de quantum das exportações  - grandes categorias econômicas - combustíveis (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVBCDGCE12;A;Exportações - bens de consumo duráveis - (FOB) (série nova);Valor FOB das exportações  - grandes categorias econômicas - bens de consumo duráveis;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVBCNDGCE12;A;Exportações - bens de consumo não duráveis - (FOB) (série nova);Valor FOB das exportações  - grandes categorias econômicas - bens de consumo não duráveis;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVBIGCE12;A;Exportações - bens intermediários - (FOB) (série nova);Valor FOB das exportações  - grandes categorias econômicas - bens de consumo intermediários;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVBKGCE12;A;Exportações - bens de capital - (FOB) (série nova);Valor FOB das exportações  - grandes categorias econômicas - bens de capital;1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVCOMBGCE12;A;Exportações - combustíveis - (FOB) (série nova);Valor FOB das exportações  - grandes categorias econômicas - combustíveis;1;0;Comércio exterior;Funcex;N;NA
CNI4;CNI4_CEBEBIDASCR4;A;Coeficiente de exportação - bebidas;Coeficiente de exportação - bebidas;0;1;Produção;CNI;N;NA
CCJ;CCJ_5787;A;CCJ_5787;CCJ_5787;0;1;Produção;CNI;N;NA
CCJ;CCJ_5788;A;CCJ_5788;CCJ_5788;0;1;Produção;CNI;N;NA
CCJ;CCJ_5791;A;CCJ_5791;CCJ_5791;0;1;Produção;CNI;N;NA
CCJ;CCJ_5792;A;CCJ_5792;CCJ_5792;0;1;Produção;CNI;N;NA
CCJ;CCJ_1376;A;13762 - Dívida bruta do governo geral (% PIB) - Metodologia utilizada a partir de 2008;13762 - Dívida bruta do governo geral (% PIB) - Metodologia utilizada a partir de 2008;0;1;Produção;CNI;N;NA
CCJ;CCJ_3695;A;3695 - Taxa de câmbio - Livre - Dólar americano (compra) - Fim de período - mensal - u.m.c./US$;3695 - Taxa de câmbio - Livre - Dólar americano (compra) - Fim de período - mensal - u.m.c./US$;0;1;Produção;CNI;N;NA
CCJ;CCJ_3546;A;3546 - Reservas internacionais - Conceito liquidez - Total - mensal - US$ (milhões);3546 - Reservas internacionais - Conceito liquidez - Total - mensal - US$ (milhões);0;1;Produção;CNI;N;NA
CCIV;CCIV_21868;A;Indicadores da produção (2012=100) - Insumos da construção civil;Indicadores da produção (2012=100) - Insumos da construção civil;0;1;Produção;CNI;N;NA
CCIV4;CCIV4_PIBCNSTCIV4;A;PIB trimestral (2010=100) - Dados observados - Construção civil;PIB trimestral (2010=100) - Dados observados - Construção civil;0;1;Produção;CNI;N;NA
ABIA12;ABIA12_ALIM12;A;Produção física - alimentos - índice (média 1989 = 100);Produção física de alimentos - índice (média 1989 = 100);1;0;Produção;Abia;N;NA
ABPO12;ABPO12_PAPEL12;A;Expedição de caixas, acessórios e chapas - papelão ondulado - qde.;Expedição de caixas, acessórios e chapas de papelão ondulado: quantidade;1;0;Produção;ABPO;N;NA
ANBIMA12;ANBIMA12_IBVSP12;A;Índice de ações - Ibovespa - fechamento;Índice de ações: Ibovespa - fechamento;1;0;Financeiras;Anbima;N;NA
ANBIMA12;ANBIMA12_TJPOUP12;A;Poupança - rendimento nominal - 1º dia útil (até 03.05.2012);Poupança: rendimento nominal - 1º dia útil (até 03.05.2012);1;0;Financeiras;Anbima;N;NA
ANFAVE;ANFAVE_QVEICL;A;Produção - automóveis - montados - qde.;Produção - automóveis - montados - qde.;1;1;Produção;Anfavea;N;NA
ANFAVE;ANFAVE_VQVEICL;A;Vendas - automóveis - nacionais - montados - qde.;Vendas - automóveis - nacionais - montados - qde.;1;1;Consumo e vendas;Anfavea;N;NA
ANFAVE;ANFAVE_XQVEICL;A;Exportações - automóveis - montados - qde.;Exportações - automóveis - montados - qde.;1;1;Comércio exterior;Anfavea;N;NA
ANP;ANP_CALCO;A;Consumo aparente - álcool carburante - média - qde./dia;Consumo aparente de álcool carburante: quantidade média diária;1;0;Consumo e vendas;ANP;N;Gerada
BM;BM_DEXEEN;A;Dívida externa - estatais - líquida;Dívida externa líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DEXGFN;A;Dívida externa - gov. federal e Banco Central - líquida;Dívida externa líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DEXRFI;A;Dívida externa - registrada - taxa fixa;Dívida externa registrada: taxa fixa;1;0;Balanço de pagamentos;Bacen/Boletim/BP;N;NA
BM;BM_DEXRFL;A;Dívida externa - registrada - taxa flutuante;Dívida externa registrada: taxa flutuante;1;0;Balanço de pagamentos;Bacen/Boletim/BP;N;NA
BM;BM_DEXRFLL;A;Dívida externa - registrada - taxa Libor;Dívida externa registrada: taxa Libor;1;0;Balanço de pagamentos;Bacen/Boletim/BP;N;NA
BM;BM_DEXT;A;Dívida externa bruta (exclui empréstimos intercompanhias);Dívida externa bruta (exclui empréstimos intercompanhias);1;0;Balanço de pagamentos;Bacen/Boletim/BP;N;NA
BM;BM_DINEEN;A;Dívida interna - estatais - líquida;Dívida interna líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DINEMN;A;Dívida interna - estados e municípios - líquida;Dívida interna líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DINGFN;A;Dívida interna - gov. federal e Banco Central - líquida;Dívida interna líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DPIPP;A;Dívida mobiliária interna federal - títulos fora do BC - fim período;Dívida mobiliária interna federal - títulos fora do Banco Central - fim período;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DTEEN;A;Dívida - total - estatais - líquida;Dívida total líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DTEMN;A;Dívida - total - estados e municípios - líquida;Dívida total líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_DTGFN;A;Dívida - total - gov. federal e Banco Central - líquida;Dívida total líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM;BM_DTSPN;A;Dívida - total - setor público - líquida;Dívida total líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_ERC;A;Taxa de câmbio - R$ / US$ - comercial - compra - média;Taxa de câmbio comercial para compra: real (R$) / dólar americano (US$) - média;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
BM;BM_ERCF;A;Taxa de câmbio - R$ / US$ - comercial - compra - fim período;Taxa de câmbio comercial para compra: real (R$) / dólar americano (US$) - fim período;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
BM;BM_ERV;A;Taxa de câmbio - R$ / US$ - comercial - venda - média;Taxa de câmbio comercial para venda: real (R$) / dólar americano (US$) - média;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
BM;BM_ERVF;A;Taxa de câmbio - R$ / US$ - comercial - venda - fim período;Taxa de câmbio comercial para venda: real (R$) / dólar americano (US$) - fim período;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
BM;BM_LFTPP;A;Títulos públicos federais - fora do BC - Tesouro Nacional - LFT - fim período;Títulos públicos federais - fora do Banco Central - Tesouro Nacional - Letras Financeiras do Tesouro Nacional (LFT) - fim período;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_LTNPP;A;Títulos públicos federais - fora do BC - Tesouro Nacional - LTN - fim período;Títulos públicos federais - fora do Banco Central - Tesouro Nacional - Letras do Tesouro Nacional (LTN) - fim período;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;Gerada
BM;BM_M0FN;A;M0 - base monetária - fim período;M0 - base monetária - fim período;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Gerada
BM;BM_M1FN;A;M1 - fim período;M1 - fim período;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Gerada
BM;BM_PIBUSDCM;A;PIB - câmbio médio;Produto interno bruto (PIB): câmbio médio;1;0;Contas nacionais;Bacen/Boletim/Ativ. Ec.;N;NA
BM;BM_RES;A;Reservas internacionais;Reservas internacionais;1;0;Balanço de pagamentos;Bacen/Not. Imp./Set. Ext.;N;NA
SECEX;SECEX_XBAV;A;Exportações - fator agregado - produtos básicos - (FOB);Exportações - fator agregado - produtos básicos - (FOB);1;1;Comércio exterior;MDIC/SECEX;N;NA
SECEX;SECEX_XMV;A;Exportações - fator agregado - produtos industrializados - (FOB);Exportações - fator agregado - produtos industrializados - (FOB);1;1;Comércio exterior;MDIC/SECEX;N;NA
SECEX;SECEX_XTEV;A;Exportações - transações especiais - (FOB);Exportações - transações especiais - (FOB);1;1;Comércio exterior;MDIC/SECEX;N;NA
BM;BM_DEXEMN;A;Dívida externa - estados e municípios - líquida;Dívida externa líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
ANP;ANP_CODP;A;Consumo aparente - derivados de petróleo - outros - média - qde./dia;Consumo aparente de outros derivados de petróleo: quantidade média diária;1;0;Consumo e vendas;ANP;N;Gerada
ANP12;ANP12_CALCO12;A;Consumo aparente - álcool carburante - média - qde./dia;Consumo aparente de álcool carburante: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
ANP12;ANP12_CDEPET12;A;Consumo aparente - derivados de petróleo - média - qde./dia;Consumo aparente de derivados de petróleo: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
ELETRO12;ELETRO12_CEECO12;A;Consumo - energia elétrica - Região Centro-Oeste (CO) - qde.;Consumo de energia elétrica na Região Centro-Oeste (CO): quantidade;1;0;Consumo e vendas;Eletrobras;N;NA
ELETRO12;ELETRO12_CEENE12;A;Consumo - energia elétrica - Região Nordeste (NE) - qde.;Consumo de energia elétrica na Região Nordeste (NE): quantidade;1;0;Consumo e vendas;Eletrobras;N;NA
ELETRO12;ELETRO12_CEENO12;A;Consumo - energia elétrica - Região Norte (N) - qde.;Consumo de energia elétrica na Região Norte (N): quantidade;1;0;Consumo e vendas;Eletrobras;N;NA
ELETRO12;ELETRO12_CEESE12;A;Consumo - energia elétrica - Região Sudeste (SE) - qde.;Consumo de energia elétrica na Região Sudeste (SE): quantidade;1;0;Consumo e vendas;Eletrobras;N;NA
ELETRO12;ELETRO12_CEESU12;A;Consumo - energia elétrica - Região Sul (S) - qde.;Consumo de energia elétrica na Região Sul (S): quantidade;1;0;Consumo e vendas;Eletrobras;N;NA
ANP12;ANP12_CGASOL12;A;Consumo aparente - gasolina - média - qde./dia;Consumo aparente de gasolina: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
ANP12;ANP12_CODP12;A;Consumo aparente - derivados de petróleo - outros - média - qde./dia;Consumo aparente de outros derivados de petróleo: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
ANP12;ANP12_COLCOM12;A;Consumo aparente - óleo combustível - média - qde./dia;Consumo aparente de óleo combustível: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
ANP12;ANP12_COLDIE12;A;Consumo aparente - óleo diesel - média - qde./dia;Consumo aparente de óleo diesel: quantidade média diária;1;0;Consumo e vendas;ANP;N;Geradora
BM12;BM12_DEXEEN12;A;Dívida externa - estatais - líquida;Dívida externa líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXEEY12;A;Dívida externa - estatais - líquida;Dívida externa líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXEMN12;A;Dívida externa - estados e municípios - líquida;Dívida externa líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXEMY12;A;Dívida externa - estados e municípios - líquida;Dívida externa líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXGFN12;A;Dívida externa - gov. federal e Banco Central - líquida;Dívida externa líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXGFY12;A;Dívida externa - gov. federal e Banco Central - líquida;Dívida externa líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DEXSPN12;A;Dívida externa - setor público - líquida;Dívida externa líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DIFISPN12;A;Dívida fiscal - setor público - líquida;Dívida fiscal líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DIFISPY12;A;Dívida fiscal - setor público - líquida;Dívida fiscal líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINEEN12;A;Dívida interna - estatais - líquida;Dívida interna líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINEEY12;A;Dívida interna - estatais - líquida;Dívida interna líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINEMN12;A;Dívida interna - estados e municípios - líquida;Dívida interna líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINEMY12;A;Dívida interna - estados e municípios - líquida;Dívida interna líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINGFN12;A;Dívida interna - gov. federal e Banco Central - líquida;Dívida interna líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINGFY12;A;Dívida interna - gov. federal e Banco Central - líquida;Dívida interna líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINSPN12;A;Dívida interna - setor público - líquida;Dívida interna líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DINSPY12;A;Dívida interna - setor público - líquida;Dívida interna líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTEEN12;A;Dívida - total - estatais - líquida;Dívida total líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTEEY12;A;Dívida - total - estatais - líquida;Dívida total líquida das empresas estatais;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTEMN12;A;Dívida - total - estados e municípios - líquida;Dívida total líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTEMY12;A;Dívida - total - estados e municípios - líquida;Dívida total líquida dos estados e municípios;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTGFN12;A;Dívida - total - gov. federal e Banco Central - líquida;Dívida total líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTGFY12;A;Dívida - total - gov. federal e Banco Central - líquida;Dívida total líquida do governo federal e Banco Central;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTSPN12;A;Dívida - total - setor público - líquida;Dívida total líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_DTSPY12;A;Dívida - total - setor público - líquida;Dívida total líquida do setor público;1;0;Finanças públicas;Bacen/Not. Imp./F. Púb.;N;NA
BM12;BM12_ERC12;A;Taxa de câmbio - R$ / US$ - comercial - compra - média;Taxa de câmbio comercial para compra: real (R$) / dólar americano (US$) - média;1;0;Câmbio;Bacen/Boletim/BP;N;NA
BM12;BM12_ERCF12;A;Taxa de câmbio - R$ / US$ - comercial - compra - fim período;Taxa de câmbio comercial para compra: real (R$) / dólar americano (US$) - fim período;1;0;Câmbio;Bacen/Boletim/BP;N;NA
BM12;BM12_ERV12;A;Taxa de câmbio - R$ / US$ - comercial - venda - média;Taxa de câmbio comercial para venda: real (R$) / dólar americano (US$) - média;1;0;Câmbio;Bacen/Boletim/BP;N;Geradora
BM12;BM12_ERVF12;A;Taxa de câmbio - R$ / US$ - comercial - venda - fim período;Taxa de câmbio comercial para venda: real (R$) / dólar americano (US$) - fim período;1;0;Câmbio;Bacen/Boletim/BP;N;NA
CONFAZ12;CONFAZ12_ICMSN12;A;Imposto sobre a circulação de mercadorias (ICMS) - Total Brasil;Imposto sobre a circulação de mercadorias (ICMS) - Total Brasil;1;0;Finanças públicas;Min. Fazenda/Cotepe;N;NA
BM12;BM12_M0MN12;A;M0 - base monetária - média;M0 - base monetária - média;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Independente
BM12;BM12_M0N12;A;M0 - base monetária - fim período;M0 - base monetária - fim período;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Geradora
BM12;BM12_M1MN12;A;M1 - média;M1 - média;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Independente
BM12;BM12_M1N12;A;M1 - fim período;M1 - fim período;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Geradora
BM12;BM12_MCCM12;A;Câmbio contratado - comercial - importação - média diária;Câmbio contratado comercial: importação - média diária;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
ANP12;ANP12_PDGASN12;A;Produção - gás natural - média - qde.;Produção de gás natural: quantidade;1;0;Produção;ANP;N;Geradora
ANP12;ANP12_PDPET12;A;Produção - petróleo - média - qde./dia;Produção de petróleo: quantidade média diária;1;0;Produção;ANP;N;Geradora
BM12;BM12_REB12;A;M0 - base monetária - reservas bancárias - fim período;M0 - base monetária - reservas bancárias - fim período;1;0;Moeda e crédito;Bacen/Not. Imp./Moeda;N;Geradora
BM12;BM12_RNACOES12;A;Fundo de ações - rendimento nominal;Fundo de ações: rendimento nominal;1;0;Financeiras;Bacen/Boletim/M. Finan.;N;NA
BM12;BM12_RNDPO12;A;Poupança - rendimento nominal a partir de 04.05.2012 - Rentabilidade no período (1º dia do mês);Poupança - rendimento nominal a partir de 04.05.2012 - Rentabilidade no período (1º dia do mês);1;0;Financeiras;Bacen/Boletim/M. Finan.;N;NA
BM12;BM12_RNEM12;A;Fundo extramercado - rendimento nominal;Fundo extramercado: rendimento nominal;1;0;Financeiras;Bacen/Boletim/M. Finan.;N;NA
BM12;BM12_RNOSD12;A;Dólar comercial - rendimento nominal;Dólar americano (US$) comercial: rendimento nominal;1;0;Financeiras;Bacen/Boletim/M. Finan.;N;NA
BM12;BM12_RNOURO12;A;Ouro - rendimento nominal;Ouro: rendimento nominal;1;0;Financeiras;Bacen/Boletim/M. Finan.;N;NA
BM12;BM12_SBCCCM12;A;Câmbio contratado - comercial - média diária;Câmbio contratado comercial: média diária;1;0;Câmbio;Bacen/Boletim/BP;N;Gerada
BM12;BM12_SGCC12;A;Câmbio contratado - comercial e financeiro;Câmbio contratado comercial e financeiro;1;0;Câmbio;Bacen/Boletim/BP;N;NA
