BANCO;SERCODIGOTROLL;SERSTATUS;SERNOME_P;SERDESCRICAO_P;SERLIBERADA;SERPRIVATIVA;TEMID;FNTID;SERTIPO;SERINDGER
FUNCEX12;FUNCEX12_XVBEB2N12;A;Exportações - setor: bebidas - (FOB);Exportações - setor: bebidas - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVCAL2N12;A;Exportações - setor: couros, artefatos de couro e calçados - (FOB);Exportações - setor: couros, artefatos de couro, artigos para viagem e calçados - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVEMM2N12;A;Exportações - setor: extração de minerais metálicos - (FOB);Exportações - setor: extração de minerais metálicos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVEMNM2N12;A;Exportações - setor: extração de minerais não-metálicos - (FOB);Exportações - setor: extração de minerais não-metálicos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVEPET2N12;A;Exportações - setor: extração de petróleo e gás natural - (FOB);Exportações - setor: extração de petróleo e gás natural - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMAD2N12;A;Exportações - setor: produtos de madeira - (FOB);Exportações - setor: produtos de madeira - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMAQELET2N12;A;Exportações - setor: máquinas, aparelhos e materiais elétricos - (FOB);Exportações - setor: máquinas, aparelhos e materiais elétricos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMAQEQU2N12;A;Exportações - setor: máquinas e equipamentos - (FOB);Exportações - setor: máquinas e equipamentos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMAQINF2N12;A;Exportações - setor: eq. de informática, eletrônicos e ópticos - (FOB);Exportações - setor: equipamentos de informática, produtos eletrônicos e ópticos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMETBAS2N12;A;Exportações - setor: metalurgia - (FOB);Exportações - setor: metalurgia - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMET2N12;A;Exportações - setor: produtos de metal - (FOB);Exportações - setor: produtos de metal, exceto  máquinas e equipamentos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMNM2N12;A;Exportações - setor: produtos de minerais não-metálicos - (FOB);Exportações - setor: produtos de minerais não-metálicos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVMOV2N12;A;Exportações - setor: móveis - (FOB);Exportações - setor: móveis - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVOUTTRANS2N12;A;Exportações - setor: outros equipamentos de transporte - (FOB);Exportações - setor: outros equipamentos de transporte, exceto veículos automotores - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVPAP2N12;A;Exportações - setor: celulose, papel e produtos de papel - (FOB);Exportações - setor: celulose, papel e produtos de papel - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVPETCOMB2N12;A;Exportações - setor: derivados do petróleo - (FOB);Exportações - setor: derivados do petróleo biocombustíveis e coque - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVPLAS2N12;A;Exportações - setor: produtos de borracha e material plástico - (FOB);Exportações - setor: produtos de borracha e de material plástico - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVQUIM2N12;A;Exportações - setor: produtos químicos - (FOB);Exportações - setor: produtos químicos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVTEXT2N12;A;Exportações - setor: produtos têxteis - (FOB);Exportações - setor: produtos têxteis - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVVEIC2N12;A;Exportações - setor: veículos automotores, reboques,carrocerias - (FOB);Exportações - setor: veículos automotores, reboques, carrocerias - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVVEST2N12;A;Exportações - setor: artigos de vestuário e acessórios - (FOB);Exportações - setor: confecção de artigos do  vestuário e acessórios - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVDIV2N12;A;Exportações - setor: indústrias diversas - (FOB);Exportações - setor: indústrias diversas - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVPRF2N12;A;Exportações - setor: produção florestal - (FOB);Exportações - setor: produção florestal - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVPES2N12;A;Exportações - setor: pesca e aqüicultura - (FOB);Exportações - setor: pesca e aqüicultura - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVFUMO2N12;A;Exportações - setor: produtos do fumo - (FOB);Exportações - setor: produtos do fumo - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVIXVG2N12;A;Exportações - setor: impressão e reprodução de gravações - (FOB);Exportações - setor: impressão e reprodução de gravações - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVFARM2N12;A;Exportações - setor: produtos farmoquímicos farmacêuticos - (FOB);Exportações - setor: produtos farmoquímicos farmacêuticos - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX12;FUNCEX12_XVECARV2N12;A;Exportações - setor: extração de carvão mineral - (FOB);Exportações - setor: extração de carvão mineral - (FOB);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPAGP2N;A;Importações - setor: agricultura e pecuária - preços - índice (média 2006 = 100);Importações - setor: agricultura e pecuária - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPAL2N;A;Importações - setor: produtos alimentícios - preços - índice (média 2006 = 100);Importações - setor: produtos alimentícios - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPBEB2N;A;Importações - setor: bebidas - preços - índice (média 2006 = 100);Importações - setor: bebidas - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPCAL2N;A;Importações - setor: couros, artefatos de couro e calçados - preços - índice (média 2006 = 100);Importações - setor: couros, artefatos de couro, artigos para viagem e calçados - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPEMM2N;A;Importações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100);Importações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPEMNM2N;A;Importações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100);Importações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPEPET2N;A;Importações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100);Importações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMAD2N;A;Importações - setor: produtos de madeira - preços - índice (média 2006 = 100);Importações - setor: produtos de madeira - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMAQELET2N;A;Importações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100);Importações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMAQEQU2N;A;Importações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100);Importações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMAQINF2N;A;Importações - setor: eq. de informática, eletrônicos e ópticos - preços - índice (média 2006 = 100);Importações - setor: equipamentos de informática, produtos eletrônicos e ópticos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMETBAS2N;A;Importações - setor: metalurgia - preços - índice (média 2006 = 100);Importações - setor: metalurgia - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMET2N;A;Importações - setor: produtos de metal - preços - índice (média 2006 = 100);Importações - setor: produtos de metal, exceto  máquinas e equipamentos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMNM2N;A;Importações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100);Importações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPMOV2N;A;Importações - setor: móveis - preços - índice (média 2006 = 100);Importações - setor: móveis - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPOUTTRANS2N;A;Importações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100);Importações - setor: outros equipamentos de transporte, exceto veículos automotores - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPPAP2N;A;Importações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100);Importações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPPETCOMB2N;A;Importações - setor: derivados do petróleo - preços - índice (média 2006 = 100);Importações - setor: derivados do petróleo, biocombustíveis e coque - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPPLAS2N;A;Importações - setor: produtos de borracha e material plástico - preços - índice (média 2006 = 100);Importações - setor: produtos de borracha e de material plástico - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPQUIM2N;A;Importações - setor: produtos químicos - preços - índice (média 2006 = 100);Importações - setor: produtos químicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPTEXT2N;A;Importações - setor: produtos têxteis - preços - índice (média 2006 = 100);Importações - setor: produtos têxteis - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPVEIC2N;A;Importações - setor: veículos automotores, reboques, carrocerias - preços - índice(média 2006 = 100);Importações - setor: veículos automotores, reboques, carrocerias - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPVEST2N;A;Importações - setor: artigos de vestuário e acessórios - preços - índice (média 2006 = 100);Importações - setor: confecção de artigos do  vestuário e acessórios - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPDIV2N;A;Importações - setor: indústrias diversas - preços - índice (média 2006 = 100);Importações - setor: indústrias diversas - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPPRF2N;A;Importações - setor: produção florestal - preços - índice (média 2006 = 100);Importações - setor: produção florestal - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPPES2N;A;Importações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100);Importações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPFUMO2N;A;Importações - setor: produtos do fumo - preços - índice (média 2006 = 100);Importações - setor: produtos do fumo - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPIMPG2N;A;Importações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100);Importações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MPFARM2N;A;Importações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100);Importações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPAGP2N;A;Exportações - setor: agricultura e pecuária - preços - índice (média 2006 = 100);Exportações - setor: agricultura e pecuária - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPAL2N;A;Exportações - setor: produtos alimentícios - preços - índice (média 2006 = 100);Exportações - setor: produtos alimentícios - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPBEB2N;A;Exportações - setor: bebidas - preços - índice (média 2006 = 100);Exportações - setor: bebidas - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPCAL2N;A;Exportações - setor: couros, artefatos de couro e calçados - preços - índice (média 2006 = 100);Exportações - setor: couros, artefatos de couro, artigos para viagem e calçados - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPEMM2N;A;Exportações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100);Exportações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPEMNM2N;A;Exportações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100);Exportações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPEPET2N;A;Exportações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100);Exportações - setor: extração de petróleo e gás natural - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMAD2N;A;Exportações - setor: produtos de madeira - preços - índice (média 2006 = 100);Exportações - setor: produtos de madeira - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMAQELET2N;A;Exportações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100);Exportações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMAQEQU2N;A;Exportações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100);Exportações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMAQINF2N;A;Exportações - setor: eq. de informática, eletrônicos e ópticos - preços - índice (média 2006 = 100);Exportações - setor: equipamentos de informática, produtos eletrônicos e ópticos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMETBAS2N;A;Exportações - setor: metalurgia - preços - índice (média 2006 = 100);Exportações - setor: metalurgia - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMET2N;A;Exportações - setor: produtos de metal - preços - índice (média 2006 = 100);Exportações - setor: produtos de metal, exceto  máquinas e equipamentos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMNM2N;A;Exportações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100);Exportações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPMOV2N;A;Exportações - setor: móveis - preços - índice (média 2006 = 100);Exportações - setor: móveis - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPOUTTRANS2N;A;Exportações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100);Exportações - setor: outros equipamentos de transporte, exceto veículos automotores - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPPAP2N;A;Exportações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100);Exportações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPPETCOMB2N;A;Exportações - setor: derivados do petróleo - preços - índice (média 2006 = 100);Exportações - setor: derivados do petróleo biocombustíveis e coque - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPPLAS2N;A;Exportações - setor: produtos de borracha e material plástico - preços - índice (média 2006 = 100);Exportações - setor: produtos de borracha e de material plástico - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPQUIM2N;A;Exportações - setor: produtos químicos - preços - índice (média 2006 = 100);Exportações - setor: produtos químicos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPTEXT2N;A;Exportações - setor: produtos têxteis - preços - índice (média 2006 = 100);Exportações - setor: produtos têxteis - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPVEIC2N;A;Exportações - setor: veículos automotores, reboques, carrocerias - preços - índice(média 2006 = 100);Exportações - setor: veículos automotores, reboques, carrocerias - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPVEST2N;A;Exportações - setor: artigos de vestuário e acessórios - preços - índice (média 2006 = 100);Exportações - setor: confecção de artigos do  vestuário e acessórios - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPDIV2N;A;Exportações - setor: indústrias diversas - preços - índice (média 2006 = 100);Exportações - setor: indústrias diversas - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPPRF2N;A;Exportações - setor: produção florestal - preços - índice (média 2006 = 100);Exportações - setor: produção florestal - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPPES2N;A;Exportações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100);Exportações - setor: pesca e aqüicultura - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPFUMO2N;A;Exportações - setor: produtos do fumo - preços - índice (média 2006 = 100);Exportações - setor: produtos do fumo - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPIXPG2N;A;Exportações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100);Exportações - setor: impressão e reprodução de gravações - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XPFARM2N;A;Exportações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100);Exportações - setor: produtos farmoquímicos farmacêuticos - preços - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQAGP2N;A;Exportações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100);Exportações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQAL2N;A;Exportações - setor: produtos alimentícios - quantum - índice (média 2006 = 100);Exportações - setor: produtos alimentícios - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQBEB2N;A;Exportações - setor: bebidas - quantum - índice (média 2006 = 100);Exportações - setor: bebidas - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQCAL2N;A;Exportações - setor: couros, artefatos de couro e calçados - quantum - índice (média 2006 = 100);Exportações - setor: couros, artefatos de couro, artigos para viagem e calçados - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQEMM2N;A;Exportações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100);Exportações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQEMNM2N;A;Exportações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100);Exportações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQEPET2N;A;Exportações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100);Exportações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMAD2N;A;Exportações - setor: produtos de madeira - quantum - índice (média 2006 = 100);Exportações - setor: produtos de madeira - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMAQELET2N;A;Exportações - setor: máquinas, aparelhos e materiais elétricos - quantum - índice (média 2006 = 100);Exportações - setor: máquinas, aparelhos e materiais elétricos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMAQEQU2N;A;Exportações - setor: máquinas e equipamentos - quantum - índice (média 2006 = 100);Exportações - setor: máquinas e equipamentos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMAQINF2N;A;Exportações - setor: eq. de informática, eletrônicos e ópticos - quantum - índice (média 2006 = 100);Exportações - setor: equipamentos de informática, produtos eletrônicos e ópticos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMETBAS2N;A;Exportações - setor: metalurgia - quantum - índice (média 2006 = 100);Exportações - setor: metalurgia - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMET2N;A;Exportações - setor: produtos de metal - quantum - índice (média 2006 = 100);Exportações - setor: produtos de metal, exceto  máquinas e equipamentos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMNM2N;A;Exportações - setor: produtos de minerais não-metálicos - quantum - índice (média 2006 = 100);Exportações - setor: produtos de minerais não-metálicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQMOV2N;A;Exportações - setor: móveis - quantum - índice (média 2006 = 100);Exportações - setor: móveis - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQOUTTRANS2N;A;Exportações - setor: outros equipamentos de transporte - quantum - índice (média 2006 = 100);Exportações - setor: outros equipamentos de transporte, exceto veículos automotores - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQPAP2N;A;Exportações - setor: celulose, papel e produtos de papel - quantum - índice (média 2006 = 100);Exportações - setor: celulose, papel e produtos de papel - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQPETCOMB2N;A;Exportações - setor: derivados do petróleo - quantum - índice (média 2006 = 100);Exportações - setor: derivados do petróleo biocombustíveis e coque - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQPLAS2N;A;Exportações - setor: produtos de borracha e material plástico - quantum - índice (média 2006 = 100);Exportações - setor: produtos de borracha e de material plástico - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQQUIM2N;A;Exportações - setor: produtos químicos - quantum - índice (média 2006 = 100);Exportações - setor: produtos químicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQTEXT2N;A;Exportações - setor: produtos têxteis - quantum - índice (média 2006 = 100);Exportações - setor: produtos têxteis - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQVEIC2N;A;Exportações - setor: veículos automotores, reboques,carrocerias - quantum - índice(média 2006 = 100);Exportações - setor: veículos automotores, reboques, carrocerias - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQVEST2N;A;Exportações - setor: artigos de vestuário e acessórios - quantum - índice (média 2006 = 100);Exportações - setor: confecção de artigos do  vestuário e acessórios - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQDIV2N;A;Exportações - setor: indústrias diversas - quantum - índice (média 2006 = 100);Exportações - setor: indústrias diversas - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQPRF2N;A;Exportações - setor: produção florestal - quantum - índice (média 2006 = 100);Exportações - setor: produção florestal - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQPES2N;A;Exportações - setor: pesca e aqüicultura - quantum - índice (média 2006 = 100);Exportações - setor: pesca e aqüicultura - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQFUMO2N;A;Exportações - setor: produtos do fumo - quantum - índice (média 2006 = 100);Exportações - setor: produtos do fumo - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQIXQG2N;A;Exportações - setor: impressão e reprodução de gravações - quantum - índice (média 2006 = 100);Exportações - setor: impressão e reprodução de gravações - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_XQFARM2N;A;Exportações - setor: produtos farmoquímicos farmacêuticos - quantum - índice (média 2006 = 100);Exportações - setor: produtos farmoquímicos farmacêuticos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQAGP2N;A;Importações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100);Importações - setor: agricultura e pecuária - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQAL2N;A;Importações - setor: produtos alimentícios - quantum - índice (média 2006 = 100);Importações - setor: produtos alimentícios - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQBEB2N;A;Importações - setor: bebidas - quantum - índice (média 2006 = 100);Importações - setor: bebidas - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQCAL2N;A;Importações - setor: couros, artefatos de couro e calçados - quantum - índice (média 2006 = 100);Importações - setor: couros, artefatos de couro, artigos para viagem e calçados - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQEMM2N;A;Importações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100);Importações - setor: extração de minerais metálicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQEMNM2N;A;Importações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100);Importações - setor: extração de minerais não-metálicos - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQEPET2N;A;Importações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100);Importações - setor: extração de petróleo e gás natural - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
FUNCEX;FUNCEX_MQMAD2N;A;Importações - setor: produtos de madeira - quantum - índice (média 2006 = 100);Importações - setor: produtos de madeira - quantum - índice (média 2006 = 100);1;0;Comércio exterior;Funcex;N;NA
